8.5800 	INFO 	Loaded monitor calibration from ['2024_08_16 01:13']
11.8478 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.8479 	EXP 	window1: mouseVisible = False
11.8529 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.03, 0.03]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
11.8530 	EXP 	window1: mouseVisible = False
11.8536 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.8537 	EXP 	window1: mouseVisible = False
11.8580 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='<- non-words              words ->', units='height', win=Window(...), wrapWidth=1)
11.8581 	EXP 	window1: mouseVisible = False
11.8630 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank you for participating!', units='height', win=Window(...), wrapWidth=1)
0.0067 	INFO 	Keyboard events cleared
0.0064 	EXP 	text_4: autoDraw = True
1.0369 	EXP 	Imported conds.xlsx as conditions, 80 conditions, 3 params
1.0377 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'words': 'pofitical', 'number_of_letters': 9, 'corrAns': 'left', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.0428 	DATA 	Keypress: space
1.0446 	EXP 	text_4: autoDraw = False
1.0446 	EXP 	text: height = 0.05
1.0446 	EXP 	text: height = 0.05
1.0446 	EXP 	text: height = 0.05
1.0446 	EXP 	text: text = 'pofitical'
1.0446 	EXP 	fixation: autoDraw = True
1.0446 	EXP 	text_2: autoDraw = True
2.0373 	INFO 	Keyboard events cleared
2.0367 	EXP 	text: autoDraw = True
2.0536 	EXP 	fixation: autoDraw = False
2.0536 	EXP 	text_2: autoDraw = False
2.8721 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'words': 'sistem', 'number_of_letters': 6, 'corrAns': 'left', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
2.8781 	DATA 	Keypress: left
2.8869 	EXP 	fixation: autoDraw = False
2.8869 	EXP 	text: autoDraw = False
2.8869 	EXP 	text_2: autoDraw = False
2.8869 	EXP 	text: height = 0.05
2.8869 	EXP 	text: height = 0.05
2.8869 	EXP 	text: height = 0.05
2.8869 	EXP 	text: text = 'sistem'
2.8869 	EXP 	fixation: autoDraw = True
2.8869 	EXP 	text_2: autoDraw = True
3.8878 	INFO 	Keyboard events cleared
3.8872 	EXP 	fixation: autoDraw = False
3.8872 	EXP 	text: autoDraw = True
3.8872 	EXP 	text_2: autoDraw = False
4.7049 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'words': 'rememper', 'number_of_letters': 8, 'corrAns': 'left', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
4.7089 	DATA 	Keypress: left
4.7203 	EXP 	fixation: autoDraw = False
4.7203 	EXP 	text: autoDraw = False
4.7203 	EXP 	text_2: autoDraw = False
4.7203 	EXP 	text: height = 0.05
4.7203 	EXP 	text: height = 0.05
4.7203 	EXP 	text: height = 0.05
4.7203 	EXP 	text: text = 'rememper'
4.7203 	EXP 	fixation: autoDraw = True
4.7203 	EXP 	text_2: autoDraw = True
5.7207 	INFO 	Keyboard events cleared
5.7201 	EXP 	fixation: autoDraw = False
5.7201 	EXP 	text: autoDraw = True
5.7201 	EXP 	text_2: autoDraw = False
6.4883 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'words': 'program', 'number_of_letters': 7, 'corrAns': 'right', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
6.4919 	DATA 	Keypress: left
6.5038 	EXP 	fixation: autoDraw = False
6.5038 	EXP 	text: autoDraw = False
6.5038 	EXP 	text_2: autoDraw = False
6.5038 	EXP 	text: height = 0.05
6.5038 	EXP 	text: height = 0.05
6.5038 	EXP 	text: height = 0.05
6.5038 	EXP 	text: text = 'program'
6.5038 	EXP 	fixation: autoDraw = True
6.5038 	EXP 	text_2: autoDraw = True
7.5038 	INFO 	Keyboard events cleared
7.5033 	EXP 	fixation: autoDraw = False
7.5033 	EXP 	text: autoDraw = True
7.5033 	EXP 	text_2: autoDraw = False
8.4570 	DATA 	Keypress: left
8.4715 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'words': 'anf', 'number_of_letters': 3, 'corrAns': 'left', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
8.4866 	EXP 	fixation: autoDraw = False
8.4866 	EXP 	text: autoDraw = False
8.4866 	EXP 	text_2: autoDraw = False
8.4866 	EXP 	text: height = 0.05
8.4866 	EXP 	text: height = 0.05
8.4866 	EXP 	text: height = 0.05
8.4866 	EXP 	text: text = 'anf'
8.4866 	EXP 	fixation: autoDraw = True
8.4866 	EXP 	text_2: autoDraw = True
9.4876 	INFO 	Keyboard events cleared
9.4867 	EXP 	fixation: autoDraw = False
9.4867 	EXP 	text: autoDraw = True
9.4867 	EXP 	text_2: autoDraw = False
10.3892 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'words': 'important', 'number_of_letters': 9, 'corrAns': 'right', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
10.3980 	DATA 	Keypress: left
10.4037 	EXP 	fixation: autoDraw = False
10.4037 	EXP 	text: autoDraw = False
10.4037 	EXP 	text_2: autoDraw = False
10.4037 	EXP 	text: height = 0.05
10.4037 	EXP 	text: height = 0.05
10.4037 	EXP 	text: height = 0.05
10.4037 	EXP 	text: text = 'important'
10.4037 	EXP 	fixation: autoDraw = True
10.4037 	EXP 	text_2: autoDraw = True
11.4040 	INFO 	Keyboard events cleared
11.4034 	EXP 	fixation: autoDraw = False
11.4034 	EXP 	text: autoDraw = True
11.4034 	EXP 	text_2: autoDraw = False
12.4377 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'words': 'tochnology', 'number_of_letters': 10, 'corrAns': 'left', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
12.4410 	DATA 	Keypress: right
12.4536 	EXP 	fixation: autoDraw = False
12.4536 	EXP 	text: autoDraw = False
12.4536 	EXP 	text_2: autoDraw = False
12.4536 	EXP 	text: height = 0.05
12.4536 	EXP 	text: height = 0.05
12.4536 	EXP 	text: height = 0.05
12.4536 	EXP 	text: text = 'tochnology'
12.4536 	EXP 	fixation: autoDraw = True
12.4536 	EXP 	text_2: autoDraw = True
13.4371 	INFO 	Keyboard events cleared
13.4367 	EXP 	text: autoDraw = True
13.4535 	EXP 	fixation: autoDraw = False
13.4535 	EXP 	text_2: autoDraw = False
14.9378 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'words': 'woy', 'number_of_letters': 3, 'corrAns': 'left', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
14.9411 	DATA 	Keypress: left
14.9535 	EXP 	fixation: autoDraw = False
14.9535 	EXP 	text: autoDraw = False
14.9535 	EXP 	text_2: autoDraw = False
14.9535 	EXP 	text: height = 0.05
14.9535 	EXP 	text: height = 0.05
14.9535 	EXP 	text: height = 0.05
14.9535 	EXP 	text: text = 'woy'
14.9535 	EXP 	fixation: autoDraw = True
14.9535 	EXP 	text_2: autoDraw = True
15.9535 	INFO 	Keyboard events cleared
15.9530 	EXP 	fixation: autoDraw = False
15.9530 	EXP 	text: autoDraw = True
15.9530 	EXP 	text_2: autoDraw = False
16.4720 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'words': 'ous', 'number_of_letters': 3, 'corrAns': 'left', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
16.4755 	DATA 	Keypress: left
16.4862 	EXP 	fixation: autoDraw = False
16.4862 	EXP 	text: autoDraw = False
16.4862 	EXP 	text_2: autoDraw = False
16.4862 	EXP 	text: height = 0.05
16.4862 	EXP 	text: height = 0.05
16.4862 	EXP 	text: height = 0.05
16.4862 	EXP 	text: text = 'ous'
16.4862 	EXP 	fixation: autoDraw = True
16.4862 	EXP 	text_2: autoDraw = True
17.4871 	INFO 	Keyboard events cleared
17.4865 	EXP 	fixation: autoDraw = False
17.4865 	EXP 	text: autoDraw = True
17.4865 	EXP 	text_2: autoDraw = False
18.0548 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'words': 'compunity', 'number_of_letters': 9, 'corrAns': 'left', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
18.0627 	DATA 	Keypress: left
18.0700 	EXP 	fixation: autoDraw = False
18.0700 	EXP 	text: autoDraw = False
18.0700 	EXP 	text_2: autoDraw = False
18.0700 	EXP 	text: height = 0.05
18.0700 	EXP 	text: height = 0.05
18.0700 	EXP 	text: height = 0.05
18.0700 	EXP 	text: text = 'compunity'
18.0700 	EXP 	fixation: autoDraw = True
18.0700 	EXP 	text_2: autoDraw = True
19.0705 	INFO 	Keyboard events cleared
19.0699 	EXP 	fixation: autoDraw = False
19.0699 	EXP 	text: autoDraw = True
19.0699 	EXP 	text_2: autoDraw = False
20.2884 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'words': 'incluting', 'number_of_letters': 9, 'corrAns': 'left', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
20.2933 	DATA 	Keypress: left
20.3032 	EXP 	fixation: autoDraw = False
20.3032 	EXP 	text: autoDraw = False
20.3032 	EXP 	text_2: autoDraw = False
20.3032 	EXP 	text: height = 0.05
20.3032 	EXP 	text: height = 0.05
20.3032 	EXP 	text: height = 0.05
20.3032 	EXP 	text: text = 'incluting'
20.3032 	EXP 	fixation: autoDraw = True
20.3032 	EXP 	text_2: autoDraw = True
21.3039 	INFO 	Keyboard events cleared
21.3031 	EXP 	fixation: autoDraw = False
21.3031 	EXP 	text: autoDraw = True
21.3031 	EXP 	text_2: autoDraw = False
22.0877 	EXP 	New trial (rep=0, index=11): <Trial 11 (11 in rep 0) data={'words': 'everything', 'number_of_letters': 10, 'corrAns': 'right', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 0}>
22.0945 	DATA 	Keypress: left
22.1027 	EXP 	fixation: autoDraw = False
22.1027 	EXP 	text: autoDraw = False
22.1027 	EXP 	text_2: autoDraw = False
22.1027 	EXP 	text: height = 0.05
22.1027 	EXP 	text: height = 0.05
22.1027 	EXP 	text: height = 0.05
22.1027 	EXP 	text: text = 'everything'
22.1027 	EXP 	fixation: autoDraw = True
22.1027 	EXP 	text_2: autoDraw = True
23.1033 	INFO 	Keyboard events cleared
23.1027 	EXP 	fixation: autoDraw = False
23.1027 	EXP 	text: autoDraw = True
23.1027 	EXP 	text_2: autoDraw = False
23.7205 	EXP 	New trial (rep=0, index=12): <Trial 12 (12 in rep 0) data={'words': 'become', 'number_of_letters': 6, 'corrAns': 'right', 'thisN': 12, 'thisTrialN': 12, 'thisRepN': 0}>
23.7243 	DATA 	Keypress: right
23.7358 	EXP 	fixation: autoDraw = False
23.7358 	EXP 	text: autoDraw = False
23.7358 	EXP 	text_2: autoDraw = False
23.7358 	EXP 	text: height = 0.05
23.7358 	EXP 	text: height = 0.05
23.7358 	EXP 	text: height = 0.05
23.7358 	EXP 	text: text = 'become'
23.7358 	EXP 	fixation: autoDraw = True
23.7358 	EXP 	text_2: autoDraw = True
24.7363 	INFO 	Keyboard events cleared
24.7358 	EXP 	fixation: autoDraw = False
24.7358 	EXP 	text: autoDraw = True
24.7358 	EXP 	text_2: autoDraw = False
25.4210 	EXP 	New trial (rep=0, index=13): <Trial 13 (13 in rep 0) data={'words': 'could', 'number_of_letters': 5, 'corrAns': 'right', 'thisN': 13, 'thisTrialN': 13, 'thisRepN': 0}>
25.4245 	DATA 	Keypress: right
25.4359 	EXP 	fixation: autoDraw = False
25.4359 	EXP 	text: autoDraw = False
25.4359 	EXP 	text_2: autoDraw = False
25.4359 	EXP 	text: height = 0.05
25.4359 	EXP 	text: height = 0.05
25.4359 	EXP 	text: height = 0.05
25.4359 	EXP 	text: text = 'could'
25.4359 	EXP 	fixation: autoDraw = True
25.4359 	EXP 	text_2: autoDraw = True
26.4369 	INFO 	Keyboard events cleared
26.4361 	EXP 	fixation: autoDraw = False
26.4361 	EXP 	text: autoDraw = True
26.4361 	EXP 	text_2: autoDraw = False
27.0741 	DATA 	Keypress: right
27.0878 	EXP 	New trial (rep=0, index=14): <Trial 14 (14 in rep 0) data={'words': 'much', 'number_of_letters': 4, 'corrAns': 'right', 'thisN': 14, 'thisTrialN': 14, 'thisRepN': 0}>
27.1027 	EXP 	fixation: autoDraw = False
27.1027 	EXP 	text: autoDraw = False
27.1027 	EXP 	text_2: autoDraw = False
27.1027 	EXP 	text: height = 0.05
27.1027 	EXP 	text: height = 0.05
27.1027 	EXP 	text: height = 0.05
27.1027 	EXP 	text: text = 'much'
27.1027 	EXP 	fixation: autoDraw = True
27.1027 	EXP 	text_2: autoDraw = True
28.1035 	INFO 	Keyboard events cleared
28.1029 	EXP 	fixation: autoDraw = False
28.1029 	EXP 	text: autoDraw = True
28.1029 	EXP 	text_2: autoDraw = False
28.8212 	EXP 	New trial (rep=0, index=15): <Trial 15 (15 in rep 0) data={'words': 'aboot', 'number_of_letters': 5, 'corrAns': 'left', 'thisN': 15, 'thisTrialN': 15, 'thisRepN': 0}>
28.8258 	DATA 	Keypress: right
28.8361 	EXP 	fixation: autoDraw = False
28.8361 	EXP 	text: autoDraw = False
28.8361 	EXP 	text_2: autoDraw = False
28.8361 	EXP 	text: height = 0.05
28.8361 	EXP 	text: height = 0.05
28.8361 	EXP 	text: height = 0.05
28.8361 	EXP 	text: text = 'aboot'
28.8361 	EXP 	fixation: autoDraw = True
28.8361 	EXP 	text_2: autoDraw = True
29.8362 	INFO 	Keyboard events cleared
29.8357 	EXP 	fixation: autoDraw = False
29.8357 	EXP 	text: autoDraw = True
29.8357 	EXP 	text_2: autoDraw = False
31.3872 	EXP 	New trial (rep=0, index=16): <Trial 16 (16 in rep 0) data={'words': 'company', 'number_of_letters': 7, 'corrAns': 'right', 'thisN': 16, 'thisTrialN': 16, 'thisRepN': 0}>
31.3917 	DATA 	Keypress: left
31.4026 	EXP 	fixation: autoDraw = False
31.4026 	EXP 	text: autoDraw = False
31.4026 	EXP 	text_2: autoDraw = False
31.4026 	EXP 	text: height = 0.05
31.4026 	EXP 	text: height = 0.05
31.4026 	EXP 	text: height = 0.05
31.4026 	EXP 	text: text = 'company'
31.4026 	EXP 	fixation: autoDraw = True
31.4026 	EXP 	text_2: autoDraw = True
32.4033 	INFO 	Keyboard events cleared
32.4026 	EXP 	fixation: autoDraw = False
32.4026 	EXP 	text: autoDraw = True
32.4026 	EXP 	text_2: autoDraw = False
33.6371 	EXP 	New trial (rep=0, index=17): <Trial 17 (17 in rep 0) data={'words': 'line', 'number_of_letters': 4, 'corrAns': 'right', 'thisN': 17, 'thisTrialN': 17, 'thisRepN': 0}>
33.6406 	DATA 	Keypress: right
33.6525 	EXP 	fixation: autoDraw = False
33.6525 	EXP 	text: autoDraw = False
33.6525 	EXP 	text_2: autoDraw = False
33.6525 	EXP 	text: height = 0.05
33.6525 	EXP 	text: height = 0.05
33.6525 	EXP 	text: height = 0.05
33.6525 	EXP 	text: text = 'line'
33.6525 	EXP 	fixation: autoDraw = True
33.6525 	EXP 	text_2: autoDraw = True
34.6531 	INFO 	Keyboard events cleared
34.6526 	EXP 	fixation: autoDraw = False
34.6526 	EXP 	text: autoDraw = True
34.6526 	EXP 	text_2: autoDraw = False
35.4538 	EXP 	New trial (rep=0, index=18): <Trial 18 (18 in rep 0) data={'words': 'and', 'number_of_letters': 3, 'corrAns': 'right', 'thisN': 18, 'thisTrialN': 18, 'thisRepN': 0}>
35.4570 	DATA 	Keypress: right
35.4691 	EXP 	fixation: autoDraw = False
35.4691 	EXP 	text: autoDraw = False
35.4691 	EXP 	text_2: autoDraw = False
35.4691 	EXP 	text: height = 0.05
35.4691 	EXP 	text: height = 0.05
35.4691 	EXP 	text: height = 0.05
35.4691 	EXP 	text: text = 'and'
35.4691 	EXP 	fixation: autoDraw = True
35.4691 	EXP 	text_2: autoDraw = True
36.4698 	INFO 	Keyboard events cleared
36.4692 	EXP 	fixation: autoDraw = False
36.4692 	EXP 	text: autoDraw = True
36.4692 	EXP 	text_2: autoDraw = False
37.1537 	EXP 	New trial (rep=0, index=19): <Trial 19 (19 in rep 0) data={'words': 'including', 'number_of_letters': 9, 'corrAns': 'right', 'thisN': 19, 'thisTrialN': 19, 'thisRepN': 0}>
37.1571 	DATA 	Keypress: right
37.1691 	EXP 	fixation: autoDraw = False
37.1691 	EXP 	text: autoDraw = False
37.1691 	EXP 	text_2: autoDraw = False
37.1691 	EXP 	text: height = 0.05
37.1691 	EXP 	text: height = 0.05
37.1691 	EXP 	text: height = 0.05
37.1691 	EXP 	text: text = 'including'
37.1691 	EXP 	fixation: autoDraw = True
37.1691 	EXP 	text_2: autoDraw = True
38.1696 	INFO 	Keyboard events cleared
38.1692 	EXP 	fixation: autoDraw = False
38.1692 	EXP 	text: autoDraw = True
38.1692 	EXP 	text_2: autoDraw = False
39.0531 	EXP 	New trial (rep=0, index=20): <Trial 20 (20 in rep 0) data={'words': 'country', 'number_of_letters': 7, 'corrAns': 'right', 'thisN': 20, 'thisTrialN': 20, 'thisRepN': 0}>
39.0571 	DATA 	Keypress: right
39.0686 	EXP 	fixation: autoDraw = False
39.0686 	EXP 	text: autoDraw = False
39.0686 	EXP 	text_2: autoDraw = False
39.0686 	EXP 	text: height = 0.05
39.0686 	EXP 	text: height = 0.05
39.0686 	EXP 	text: height = 0.05
39.0686 	EXP 	text: text = 'country'
39.0686 	EXP 	fixation: autoDraw = True
39.0686 	EXP 	text_2: autoDraw = True
40.0695 	INFO 	Keyboard events cleared
40.0690 	EXP 	fixation: autoDraw = False
40.0690 	EXP 	text: autoDraw = True
40.0690 	EXP 	text_2: autoDraw = False
41.0536 	EXP 	New trial (rep=0, index=21): <Trial 21 (21 in rep 0) data={'words': 'question', 'number_of_letters': 8, 'corrAns': 'right', 'thisN': 21, 'thisTrialN': 21, 'thisRepN': 0}>
41.0574 	DATA 	Keypress: right
41.0691 	EXP 	fixation: autoDraw = False
41.0691 	EXP 	text: autoDraw = False
41.0691 	EXP 	text_2: autoDraw = False
41.0691 	EXP 	text: height = 0.05
41.0691 	EXP 	text: height = 0.05
41.0691 	EXP 	text: height = 0.05
41.0691 	EXP 	text: text = 'question'
41.0691 	EXP 	fixation: autoDraw = True
41.0691 	EXP 	text_2: autoDraw = True
42.0694 	INFO 	Keyboard events cleared
42.0687 	EXP 	fixation: autoDraw = False
42.0687 	EXP 	text: autoDraw = True
42.0687 	EXP 	text_2: autoDraw = False
42.8698 	EXP 	New trial (rep=0, index=22): <Trial 22 (22 in rep 0) data={'words': 'play', 'number_of_letters': 4, 'corrAns': 'right', 'thisN': 22, 'thisTrialN': 22, 'thisRepN': 0}>
42.8743 	DATA 	Keypress: right
42.8851 	EXP 	fixation: autoDraw = False
42.8851 	EXP 	text: autoDraw = False
42.8851 	EXP 	text_2: autoDraw = False
42.8851 	EXP 	text: height = 0.05
42.8851 	EXP 	text: height = 0.05
42.8851 	EXP 	text: height = 0.05
42.8851 	EXP 	text: text = 'play'
42.8851 	EXP 	fixation: autoDraw = True
42.8851 	EXP 	text_2: autoDraw = True
43.8858 	INFO 	Keyboard events cleared
43.8852 	EXP 	fixation: autoDraw = False
43.8852 	EXP 	text: autoDraw = True
43.8852 	EXP 	text_2: autoDraw = False
44.5536 	EXP 	New trial (rep=0, index=23): <Trial 23 (23 in rep 0) data={'words': 'secade', 'number_of_letters': 6, 'corrAns': 'left', 'thisN': 23, 'thisTrialN': 23, 'thisRepN': 0}>
44.5589 	DATA 	Keypress: right
44.5686 	EXP 	fixation: autoDraw = False
44.5686 	EXP 	text: autoDraw = False
44.5686 	EXP 	text_2: autoDraw = False
44.5686 	EXP 	text: height = 0.05
44.5686 	EXP 	text: height = 0.05
44.5686 	EXP 	text: height = 0.05
44.5686 	EXP 	text: text = 'secade'
44.5686 	EXP 	fixation: autoDraw = True
44.5686 	EXP 	text_2: autoDraw = True
45.5692 	INFO 	Keyboard events cleared
45.5685 	EXP 	fixation: autoDraw = False
45.5685 	EXP 	text: autoDraw = True
45.5685 	EXP 	text_2: autoDraw = False
46.2536 	EXP 	New trial (rep=0, index=24): <Trial 24 (24 in rep 0) data={'words': 'want', 'number_of_letters': 4, 'corrAns': 'right', 'thisN': 24, 'thisTrialN': 24, 'thisRepN': 0}>
46.2580 	DATA 	Keypress: left
46.2688 	EXP 	fixation: autoDraw = False
46.2688 	EXP 	text: autoDraw = False
46.2688 	EXP 	text_2: autoDraw = False
46.2688 	EXP 	text: height = 0.05
46.2688 	EXP 	text: height = 0.05
46.2688 	EXP 	text: height = 0.05
46.2688 	EXP 	text: text = 'want'
46.2688 	EXP 	fixation: autoDraw = True
46.2688 	EXP 	text_2: autoDraw = True
47.2691 	INFO 	Keyboard events cleared
47.2684 	EXP 	fixation: autoDraw = False
47.2684 	EXP 	text: autoDraw = True
47.2684 	EXP 	text_2: autoDraw = False
47.9868 	EXP 	New trial (rep=0, index=25): <Trial 25 (25 in rep 0) data={'words': 'eferything', 'number_of_letters': 10, 'corrAns': 'left', 'thisN': 25, 'thisTrialN': 25, 'thisRepN': 0}>
47.9914 	DATA 	Keypress: right
48.0020 	EXP 	fixation: autoDraw = False
48.0020 	EXP 	text: autoDraw = False
48.0020 	EXP 	text_2: autoDraw = False
48.0020 	EXP 	text: height = 0.05
48.0020 	EXP 	text: height = 0.05
48.0020 	EXP 	text: height = 0.05
48.0020 	EXP 	text: text = 'eferything'
48.0020 	EXP 	fixation: autoDraw = True
48.0020 	EXP 	text_2: autoDraw = True
49.0020 	INFO 	Keyboard events cleared
49.0016 	EXP 	fixation: autoDraw = False
49.0016 	EXP 	text: autoDraw = True
49.0016 	EXP 	text_2: autoDraw = False
49.8362 	EXP 	New trial (rep=0, index=26): <Trial 26 (26 in rep 0) data={'words': 'theyr', 'number_of_letters': 5, 'corrAns': 'left', 'thisN': 26, 'thisTrialN': 26, 'thisRepN': 0}>
49.8399 	DATA 	Keypress: left
49.8521 	EXP 	fixation: autoDraw = False
49.8521 	EXP 	text: autoDraw = False
49.8521 	EXP 	text_2: autoDraw = False
49.8521 	EXP 	text: height = 0.05
49.8521 	EXP 	text: height = 0.05
49.8521 	EXP 	text: height = 0.05
49.8521 	EXP 	text: text = 'theyr'
49.8521 	EXP 	fixation: autoDraw = True
49.8521 	EXP 	text_2: autoDraw = True
50.8357 	INFO 	Keyboard events cleared
