7.8535 	INFO 	Loaded monitor calibration from ['2024_08_16 01:13']
11.5545 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank you for participating!', units='height', win=Window(...), wrapWidth=1)
0.0066 	INFO 	Keyboard events cleared
0.0062 	EXP 	text_4: autoDraw = True
1.4076 	EXP 	Imported conds.xlsx as conditions, 80 conditions, 3 params
1.4087 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'words': 'factor', 'number_of_letters': 6, 'corrAns': 'right', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.4140 	DATA 	Keypress: space
1.4165 	EXP 	text_4: autoDraw = False
1.4165 	EXP 	text: height = 0.05
1.4165 	EXP 	text: height = 0.05
1.4165 	EXP 	text: height = 0.05
1.4165 	EXP 	text: text = 'factor'
1.4165 	EXP 	fixation: autoDraw = True
1.4165 	EXP 	text_2: autoDraw = True
2.4092 	INFO 	Keyboard events cleared
2.4086 	EXP 	text: autoDraw = True
2.4251 	EXP 	fixation: autoDraw = False
2.4251 	EXP 	text_2: autoDraw = False
3.5763 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'words': 'decade', 'number_of_letters': 6, 'corrAns': 'right', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
3.5803 	DATA 	Keypress: right
3.5916 	EXP 	fixation: autoDraw = False
3.5916 	EXP 	text: autoDraw = False
3.5916 	EXP 	text_2: autoDraw = False
3.5916 	EXP 	text: height = 0.05
3.5916 	EXP 	text: height = 0.05
3.5916 	EXP 	text: height = 0.05
3.5916 	EXP 	text: text = 'decade'
3.5916 	EXP 	fixation: autoDraw = True
3.5916 	EXP 	text_2: autoDraw = True
4.5924 	INFO 	Keyboard events cleared
4.5919 	EXP 	fixation: autoDraw = False
4.5919 	EXP 	text: autoDraw = True
4.5919 	EXP 	text_2: autoDraw = False
5.7445 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'words': 'fector', 'number_of_letters': 6, 'corrAns': 'left', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
5.7533 	DATA 	Keypress: right
5.7584 	EXP 	fixation: autoDraw = False
5.7584 	EXP 	text: autoDraw = False
5.7584 	EXP 	text_2: autoDraw = False
5.7584 	EXP 	text: height = 0.05
5.7584 	EXP 	text: height = 0.05
5.7584 	EXP 	text: height = 0.05
5.7584 	EXP 	text: text = 'fector'
5.7584 	EXP 	fixation: autoDraw = True
5.7584 	EXP 	text_2: autoDraw = True
6.7592 	INFO 	Keyboard events cleared
6.7585 	EXP 	fixation: autoDraw = False
6.7585 	EXP 	text: autoDraw = True
6.7585 	EXP 	text_2: autoDraw = False
7.3432 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'words': 'program', 'number_of_letters': 7, 'corrAns': 'right', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
7.3487 	DATA 	Keypress: left
7.3580 	EXP 	fixation: autoDraw = False
7.3580 	EXP 	text: autoDraw = False
7.3580 	EXP 	text_2: autoDraw = False
7.3580 	EXP 	text: height = 0.05
7.3580 	EXP 	text: height = 0.05
7.3580 	EXP 	text: height = 0.05
7.3580 	EXP 	text: text = 'program'
7.3580 	EXP 	fixation: autoDraw = True
7.3580 	EXP 	text_2: autoDraw = True
8.3588 	INFO 	Keyboard events cleared
8.3582 	EXP 	fixation: autoDraw = False
8.3582 	EXP 	text: autoDraw = True
8.3582 	EXP 	text_2: autoDraw = False
9.3617 	DATA 	Keypress: right
9.3763 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'words': 'hour', 'number_of_letters': 4, 'corrAns': 'right', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
9.3917 	EXP 	fixation: autoDraw = False
9.3917 	EXP 	text: autoDraw = False
9.3917 	EXP 	text_2: autoDraw = False
9.3917 	EXP 	text: height = 0.05
9.3917 	EXP 	text: height = 0.05
9.3917 	EXP 	text: height = 0.05
9.3917 	EXP 	text: text = 'hour'
9.3917 	EXP 	fixation: autoDraw = True
9.3917 	EXP 	text_2: autoDraw = True
10.3923 	INFO 	Keyboard events cleared
10.3918 	EXP 	fixation: autoDraw = False
10.3918 	EXP 	text: autoDraw = True
10.3918 	EXP 	text_2: autoDraw = False
10.9931 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'words': 'importent', 'number_of_letters': 9, 'corrAns': 'left', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
10.9978 	DATA 	Keypress: right
11.0082 	EXP 	fixation: autoDraw = False
11.0082 	EXP 	text: autoDraw = False
11.0082 	EXP 	text_2: autoDraw = False
11.0082 	EXP 	text: height = 0.05
11.0082 	EXP 	text: height = 0.05
11.0082 	EXP 	text: height = 0.05
11.0082 	EXP 	text: text = 'importent'
11.0082 	EXP 	fixation: autoDraw = True
11.0082 	EXP 	text_2: autoDraw = True
12.0090 	INFO 	Keyboard events cleared
12.0083 	EXP 	fixation: autoDraw = False
12.0083 	EXP 	text: autoDraw = True
12.0083 	EXP 	text_2: autoDraw = False
12.8096 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'words': 'especially', 'number_of_letters': 10, 'corrAns': 'right', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
12.8139 	DATA 	Keypress: right
12.8247 	EXP 	fixation: autoDraw = False
12.8247 	EXP 	text: autoDraw = False
12.8247 	EXP 	text_2: autoDraw = False
12.8247 	EXP 	text: height = 0.05
12.8247 	EXP 	text: height = 0.05
12.8247 	EXP 	text: height = 0.05
12.8247 	EXP 	text: text = 'especially'
12.8247 	EXP 	fixation: autoDraw = True
12.8247 	EXP 	text_2: autoDraw = True
13.8251 	INFO 	Keyboard events cleared
13.8245 	EXP 	fixation: autoDraw = False
13.8245 	EXP 	text: autoDraw = True
13.8245 	EXP 	text_2: autoDraw = False
14.6259 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'words': 'mech', 'number_of_letters': 4, 'corrAns': 'left', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
14.6308 	DATA 	Keypress: right
14.6413 	EXP 	fixation: autoDraw = False
14.6413 	EXP 	text: autoDraw = False
14.6413 	EXP 	text_2: autoDraw = False
14.6413 	EXP 	text: height = 0.05
14.6413 	EXP 	text: height = 0.05
14.6413 	EXP 	text: height = 0.05
14.6413 	EXP 	text: text = 'mech'
14.6413 	EXP 	fixation: autoDraw = True
14.6413 	EXP 	text_2: autoDraw = True
15.6422 	INFO 	Keyboard events cleared
15.6415 	EXP 	fixation: autoDraw = False
15.6415 	EXP 	text: autoDraw = True
15.6415 	EXP 	text_2: autoDraw = False
16.2772 	DATA 	Keypress: left
16.2927 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'words': 'sistem', 'number_of_letters': 6, 'corrAns': 'left', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
16.3078 	EXP 	fixation: autoDraw = False
16.3078 	EXP 	text: autoDraw = False
16.3078 	EXP 	text_2: autoDraw = False
16.3078 	EXP 	text: height = 0.05
16.3078 	EXP 	text: height = 0.05
16.3078 	EXP 	text: height = 0.05
16.3078 	EXP 	text: text = 'sistem'
16.3078 	EXP 	fixation: autoDraw = True
16.3078 	EXP 	text_2: autoDraw = True
17.3088 	INFO 	Keyboard events cleared
17.3080 	EXP 	fixation: autoDraw = False
17.3080 	EXP 	text: autoDraw = True
17.3080 	EXP 	text_2: autoDraw = False
18.3255 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'words': 'way', 'number_of_letters': 3, 'corrAns': 'right', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
18.3285 	DATA 	Keypress: left
18.3412 	EXP 	fixation: autoDraw = False
18.3412 	EXP 	text: autoDraw = False
18.3412 	EXP 	text_2: autoDraw = False
18.3412 	EXP 	text: height = 0.05
18.3412 	EXP 	text: height = 0.05
18.3412 	EXP 	text: height = 0.05
18.3412 	EXP 	text: text = 'way'
18.3412 	EXP 	fixation: autoDraw = True
18.3412 	EXP 	text_2: autoDraw = True
19.3249 	INFO 	Keyboard events cleared
19.3244 	EXP 	text: autoDraw = True
19.3413 	EXP 	fixation: autoDraw = False
19.3413 	EXP 	text_2: autoDraw = False
20.7421 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'words': 'including', 'number_of_letters': 9, 'corrAns': 'right', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
20.7453 	DATA 	Keypress: right
20.7577 	EXP 	fixation: autoDraw = False
20.7577 	EXP 	text: autoDraw = False
20.7577 	EXP 	text_2: autoDraw = False
20.7577 	EXP 	text: height = 0.05
20.7577 	EXP 	text: height = 0.05
20.7577 	EXP 	text: height = 0.05
20.7577 	EXP 	text: text = 'including'
20.7577 	EXP 	fixation: autoDraw = True
20.7577 	EXP 	text_2: autoDraw = True
21.7585 	INFO 	Keyboard events cleared
21.7580 	EXP 	fixation: autoDraw = False
21.7580 	EXP 	text: autoDraw = True
21.7580 	EXP 	text_2: autoDraw = False
24.0092 	EXP 	New trial (rep=0, index=11): <Trial 11 (11 in rep 0) data={'words': 'question', 'number_of_letters': 8, 'corrAns': 'right', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 0}>
24.0124 	DATA 	Keypress: left
24.0244 	EXP 	fixation: autoDraw = False
24.0244 	EXP 	text: autoDraw = False
24.0244 	EXP 	text_2: autoDraw = False
24.0244 	EXP 	text: height = 0.05
24.0244 	EXP 	text: height = 0.05
24.0244 	EXP 	text: height = 0.05
24.0244 	EXP 	text: text = 'question'
24.0244 	EXP 	fixation: autoDraw = True
24.0244 	EXP 	text_2: autoDraw = True
25.0243 	INFO 	Keyboard events cleared
25.0239 	EXP 	fixation: autoDraw = False
25.0239 	EXP 	text: autoDraw = True
25.0239 	EXP 	text_2: autoDraw = False
25.9254 	EXP 	New trial (rep=0, index=12): <Trial 12 (12 in rep 0) data={'words': 'anf', 'number_of_letters': 3, 'corrAns': 'left', 'thisN': 12, 'thisTrialN': 12, 'thisRepN': 0}>
25.9301 	DATA 	Keypress: right
25.9408 	EXP 	fixation: autoDraw = False
25.9408 	EXP 	text: autoDraw = False
25.9408 	EXP 	text_2: autoDraw = False
25.9408 	EXP 	text: height = 0.05
25.9408 	EXP 	text: height = 0.05
25.9408 	EXP 	text: height = 0.05
25.9408 	EXP 	text: text = 'anf'
25.9408 	EXP 	fixation: autoDraw = True
25.9408 	EXP 	text_2: autoDraw = True
26.9417 	INFO 	Keyboard events cleared
26.9409 	EXP 	fixation: autoDraw = False
26.9409 	EXP 	text: autoDraw = True
26.9409 	EXP 	text_2: autoDraw = False
28.9751 	EXP 	New trial (rep=0, index=13): <Trial 13 (13 in rep 0) data={'words': 'woy', 'number_of_letters': 3, 'corrAns': 'left', 'thisN': 13, 'thisTrialN': 13, 'thisRepN': 0}>
28.9795 	DATA 	Keypress: left
28.9905 	EXP 	fixation: autoDraw = False
28.9905 	EXP 	text: autoDraw = False
28.9905 	EXP 	text_2: autoDraw = False
28.9905 	EXP 	text: height = 0.05
28.9905 	EXP 	text: height = 0.05
28.9905 	EXP 	text: height = 0.05
28.9905 	EXP 	text: text = 'woy'
28.9905 	EXP 	fixation: autoDraw = True
28.9905 	EXP 	text_2: autoDraw = True
29.9913 	INFO 	Keyboard events cleared
29.9908 	EXP 	fixation: autoDraw = False
29.9908 	EXP 	text: autoDraw = True
29.9908 	EXP 	text_2: autoDraw = False
30.9748 	EXP 	New trial (rep=0, index=14): <Trial 14 (14 in rep 0) data={'words': 'play', 'number_of_letters': 4, 'corrAns': 'right', 'thisN': 14, 'thisTrialN': 14, 'thisRepN': 0}>
30.9781 	DATA 	Keypress: left
30.9904 	EXP 	fixation: autoDraw = False
30.9904 	EXP 	text: autoDraw = False
30.9904 	EXP 	text_2: autoDraw = False
30.9904 	EXP 	text: height = 0.05
30.9904 	EXP 	text: height = 0.05
30.9904 	EXP 	text: height = 0.05
30.9904 	EXP 	text: text = 'play'
30.9904 	EXP 	fixation: autoDraw = True
30.9904 	EXP 	text_2: autoDraw = True
31.9744 	INFO 	Keyboard events cleared
31.9737 	EXP 	text: autoDraw = True
31.9908 	EXP 	fixation: autoDraw = False
31.9908 	EXP 	text_2: autoDraw = False
32.6263 	EXP 	New trial (rep=0, index=15): <Trial 15 (15 in rep 0) data={'words': 'bedween', 'number_of_letters': 7, 'corrAns': 'left', 'thisN': 15, 'thisTrialN': 15, 'thisRepN': 0}>
32.6327 	DATA 	Keypress: right
32.6408 	EXP 	fixation: autoDraw = False
32.6408 	EXP 	text: autoDraw = False
32.6408 	EXP 	text_2: autoDraw = False
32.6408 	EXP 	text: height = 0.05
32.6408 	EXP 	text: height = 0.05
32.6408 	EXP 	text: height = 0.05
32.6408 	EXP 	text: text = 'bedween'
32.6408 	EXP 	fixation: autoDraw = True
32.6408 	EXP 	text_2: autoDraw = True
33.6410 	INFO 	Keyboard events cleared
33.6405 	EXP 	fixation: autoDraw = False
33.6405 	EXP 	text: autoDraw = True
33.6405 	EXP 	text_2: autoDraw = False
36.0421 	EXP 	New trial (rep=0, index=16): <Trial 16 (16 in rep 0) data={'words': 'quesdion', 'number_of_letters': 8, 'corrAns': 'left', 'thisN': 16, 'thisTrialN': 16, 'thisRepN': 0}>
36.0456 	DATA 	Keypress: left
36.0570 	EXP 	fixation: autoDraw = False
36.0570 	EXP 	text: autoDraw = False
36.0570 	EXP 	text_2: autoDraw = False
36.0570 	EXP 	text: height = 0.05
36.0570 	EXP 	text: height = 0.05
36.0570 	EXP 	text: height = 0.05
36.0570 	EXP 	text: text = 'quesdion'
36.0570 	EXP 	fixation: autoDraw = True
36.0570 	EXP 	text_2: autoDraw = True
37.0579 	INFO 	Keyboard events cleared
37.0573 	EXP 	fixation: autoDraw = False
37.0573 	EXP 	text: autoDraw = True
37.0573 	EXP 	text_2: autoDraw = False
38.2419 	EXP 	New trial (rep=0, index=17): <Trial 17 (17 in rep 0) data={'words': 'could', 'number_of_letters': 5, 'corrAns': 'right', 'thisN': 17, 'thisTrialN': 17, 'thisRepN': 0}>
38.2454 	DATA 	Keypress: left
38.2572 	EXP 	fixation: autoDraw = False
38.2572 	EXP 	text: autoDraw = False
38.2572 	EXP 	text_2: autoDraw = False
38.2572 	EXP 	text: height = 0.05
38.2572 	EXP 	text: height = 0.05
38.2572 	EXP 	text: height = 0.05
38.2572 	EXP 	text: text = 'could'
38.2572 	EXP 	fixation: autoDraw = True
38.2572 	EXP 	text_2: autoDraw = True
39.2582 	INFO 	Keyboard events cleared
39.2574 	EXP 	fixation: autoDraw = False
39.2574 	EXP 	text: autoDraw = True
39.2574 	EXP 	text_2: autoDraw = False
39.9747 	EXP 	New trial (rep=0, index=18): <Trial 18 (18 in rep 0) data={'words': 'and', 'number_of_letters': 3, 'corrAns': 'right', 'thisN': 18, 'thisTrialN': 18, 'thisRepN': 0}>
39.9792 	DATA 	Keypress: right
39.9901 	EXP 	fixation: autoDraw = False
39.9901 	EXP 	text: autoDraw = False
39.9901 	EXP 	text_2: autoDraw = False
39.9901 	EXP 	text: height = 0.05
39.9901 	EXP 	text: height = 0.05
39.9901 	EXP 	text: height = 0.05
39.9901 	EXP 	text: text = 'and'
39.9901 	EXP 	fixation: autoDraw = True
39.9901 	EXP 	text_2: autoDraw = True
40.9739 	INFO 	Keyboard events cleared
40.9734 	EXP 	text: autoDraw = True
40.9902 	EXP 	fixation: autoDraw = False
40.9902 	EXP 	text_2: autoDraw = False
41.8083 	EXP 	New trial (rep=0, index=19): <Trial 19 (19 in rep 0) data={'words': 'whicb', 'number_of_letters': 5, 'corrAns': 'left', 'thisN': 19, 'thisTrialN': 19, 'thisRepN': 0}>
41.8115 	DATA 	Keypress: right
41.8234 	EXP 	fixation: autoDraw = False
41.8234 	EXP 	text: autoDraw = False
41.8234 	EXP 	text_2: autoDraw = False
41.8234 	EXP 	text: height = 0.05
41.8234 	EXP 	text: height = 0.05
41.8234 	EXP 	text: height = 0.05
41.8234 	EXP 	text: text = 'whicb'
41.8234 	EXP 	fixation: autoDraw = True
41.8234 	EXP 	text_2: autoDraw = True
42.8240 	INFO 	Keyboard events cleared
42.8233 	EXP 	fixation: autoDraw = False
42.8233 	EXP 	text: autoDraw = True
42.8233 	EXP 	text_2: autoDraw = False
43.9917 	EXP 	New trial (rep=0, index=20): <Trial 20 (20 in rep 0) data={'words': 'tochnology', 'number_of_letters': 10, 'corrAns': 'left', 'thisN': 20, 'thisTrialN': 20, 'thisRepN': 0}>
43.9950 	DATA 	Keypress: left
44.0070 	EXP 	fixation: autoDraw = False
44.0070 	EXP 	text: autoDraw = False
44.0070 	EXP 	text_2: autoDraw = False
44.0070 	EXP 	text: height = 0.05
44.0070 	EXP 	text: height = 0.05
44.0070 	EXP 	text: height = 0.05
44.0070 	EXP 	text: text = 'tochnology'
44.0070 	EXP 	fixation: autoDraw = True
44.0070 	EXP 	text_2: autoDraw = True
45.0076 	INFO 	Keyboard events cleared
45.0069 	EXP 	fixation: autoDraw = False
45.0069 	EXP 	text: autoDraw = True
45.0069 	EXP 	text_2: autoDraw = False
46.4924 	DATA 	Keypress: left
46.5084 	EXP 	New trial (rep=0, index=21): <Trial 21 (21 in rep 0) data={'words': 'heur', 'number_of_letters': 4, 'corrAns': 'left', 'thisN': 21, 'thisTrialN': 21, 'thisRepN': 0}>
46.5232 	EXP 	fixation: autoDraw = False
46.5232 	EXP 	text: autoDraw = False
46.5232 	EXP 	text_2: autoDraw = False
46.5232 	EXP 	text: height = 0.05
46.5232 	EXP 	text: height = 0.05
46.5232 	EXP 	text: height = 0.05
46.5232 	EXP 	text: text = 'heur'
46.5232 	EXP 	fixation: autoDraw = True
46.5232 	EXP 	text_2: autoDraw = True
47.5239 	INFO 	Keyboard events cleared
47.5232 	EXP 	fixation: autoDraw = False
47.5232 	EXP 	text: autoDraw = True
47.5232 	EXP 	text_2: autoDraw = False
48.4083 	EXP 	New trial (rep=0, index=22): <Trial 22 (22 in rep 0) data={'words': 'pofitical', 'number_of_letters': 9, 'corrAns': 'left', 'thisN': 22, 'thisTrialN': 22, 'thisRepN': 0}>
48.4128 	DATA 	Keypress: left
48.4229 	EXP 	fixation: autoDraw = False
48.4229 	EXP 	text: autoDraw = False
48.4229 	EXP 	text_2: autoDraw = False
48.4229 	EXP 	text: height = 0.05
48.4229 	EXP 	text: height = 0.05
48.4229 	EXP 	text: height = 0.05
48.4229 	EXP 	text: text = 'pofitical'
48.4229 	EXP 	fixation: autoDraw = True
48.4229 	EXP 	text_2: autoDraw = True
49.4238 	INFO 	Keyboard events cleared
49.4229 	EXP 	fixation: autoDraw = False
49.4229 	EXP 	text: autoDraw = True
49.4229 	EXP 	text_2: autoDraw = False
50.4413 	EXP 	New trial (rep=0, index=23): <Trial 23 (23 in rep 0) data={'words': 'want', 'number_of_letters': 4, 'corrAns': 'right', 'thisN': 23, 'thisTrialN': 23, 'thisRepN': 0}>
50.4454 	DATA 	Keypress: left
50.4564 	EXP 	fixation: autoDraw = False
50.4564 	EXP 	text: autoDraw = False
50.4564 	EXP 	text_2: autoDraw = False
50.4564 	EXP 	text: height = 0.05
50.4564 	EXP 	text: height = 0.05
50.4564 	EXP 	text: height = 0.05
50.4564 	EXP 	text: text = 'want'
50.4564 	EXP 	fixation: autoDraw = True
50.4564 	EXP 	text_2: autoDraw = True
51.4573 	INFO 	Keyboard events cleared
51.4565 	EXP 	fixation: autoDraw = False
51.4565 	EXP 	text: autoDraw = True
51.4565 	EXP 	text_2: autoDraw = False
52.4589 	EXP 	New trial (rep=0, index=24): <Trial 24 (24 in rep 0) data={'words': 'population', 'number_of_letters': 10, 'corrAns': 'right', 'thisN': 24, 'thisTrialN': 24, 'thisRepN': 0}>
52.4660 	DATA 	Keypress: right
52.4729 	EXP 	fixation: autoDraw = False
52.4729 	EXP 	text: autoDraw = False
52.4729 	EXP 	text_2: autoDraw = False
52.4729 	EXP 	text: height = 0.05
52.4729 	EXP 	text: height = 0.05
52.4729 	EXP 	text: height = 0.05
52.4729 	EXP 	text: text = 'population'
52.4729 	EXP 	fixation: autoDraw = True
52.4729 	EXP 	text_2: autoDraw = True
53.4739 	INFO 	Keyboard events cleared
53.4729 	EXP 	fixation: autoDraw = False
53.4729 	EXP 	text: autoDraw = True
53.4729 	EXP 	text_2: autoDraw = False
55.4243 	EXP 	New trial (rep=0, index=25): <Trial 25 (25 in rep 0) data={'words': 'eferything', 'number_of_letters': 10, 'corrAns': 'left', 'thisN': 25, 'thisTrialN': 25, 'thisRepN': 0}>
55.4285 	DATA 	Keypress: right
55.4397 	EXP 	fixation: autoDraw = False
55.4397 	EXP 	text: autoDraw = False
55.4397 	EXP 	text_2: autoDraw = False
55.4397 	EXP 	text: height = 0.05
55.4397 	EXP 	text: height = 0.05
55.4397 	EXP 	text: height = 0.05
55.4397 	EXP 	text: text = 'eferything'
55.4397 	EXP 	fixation: autoDraw = True
55.4397 	EXP 	text_2: autoDraw = True
56.4400 	INFO 	Keyboard events cleared
56.4394 	EXP 	fixation: autoDraw = False
56.4394 	EXP 	text: autoDraw = True
56.4394 	EXP 	text_2: autoDraw = False
58.1409 	EXP 	New trial (rep=0, index=26): <Trial 26 (26 in rep 0) data={'words': 'their', 'number_of_letters': 5, 'corrAns': 'right', 'thisN': 26, 'thisTrialN': 26, 'thisRepN': 0}>
58.1450 	DATA 	Keypress: left
58.1564 	EXP 	fixation: autoDraw = False
58.1564 	EXP 	text: autoDraw = False
58.1564 	EXP 	text_2: autoDraw = False
58.1564 	EXP 	text: height = 0.05
58.1564 	EXP 	text: height = 0.05
58.1564 	EXP 	text: height = 0.05
58.1564 	EXP 	text: text = 'their'
58.1564 	EXP 	fixation: autoDraw = True
58.1564 	EXP 	text_2: autoDraw = True
59.1565 	INFO 	Keyboard events cleared
